Source;Target;weight
38605536;41507198;0.1049935318
38605536;41536445;0.0484835507
38605536;41547970;0.0286957913
38606071;38606112;0.0373769732
38606071;39246866;0.0660689931
38606071;39968550;0.0618286487
38606071;40194101;0.1341341494
38606071;40194103;0.0655342325
38606071;40303641;0.0381993669
38606071;40484795;0.179718522
38606071;40814636;0.0150889044
38606094;39052398;0.2411632807
38606096;38966820;0.0739320794
38606096;39502039;0.1845821154
38606096;39509601;0.0508283046
38606096;40101711;0.1328122823
38606096;41379346;0.0813252873
38606099;38610097;0.0630000369
38606099;38610155;0.1837089443
38606099;38685041;0.3102954853
38606099;38698206;0.2981964079
38606099;39485605;0.1102253666
38606099;40198371;0.1402262356
38606099;40466163;0.5963928158
38606099;40645036;0.1002048787
38606099;40695946;0.2755634165
38606099;41224187;0.074549102
38606099;41259037;0.0326107525
38606099;41474753;0.2204507332
38606099;41486967;0.0648384509
38606100;38610097;0.015534154
38606100;38760761;0.0938787465
38606100;38796204;0.044704165
38606100;39429346;0.0919667033
38606100;39433838;0.0524321013
38606100;39473321;0.0963731298
38606100;39705495;0.1528911721
38606100;39746370;0.0992222616
38606100;39848646;0.0938787465
38606100;40101703;0.1051048038
38606100;40642645;0.0326217235
38606100;41094108;0.0362463594
38606100;41103843;0.0334424376
38606100;41322890;0.0150479592
38606100;41379171;0.0886952663
38606100;41430437;0.04934786
38606100;41468093;0.0525524019
38606100;41486967;0.0629551885
38606100;41535841;0.0608774298
38606102;39513492;1.2058164034
38606112;38626687;0.1736650559
38606112;38642554;0.117126666
38606112;39016980;0.0308835572
38606112;39052365;0.2166240118
38606112;39307036;0.011097136
38606112;39334520;0.2184052331
38606112;39430889;0.0154346748
38606112;39508538;0.0293105518
38606112;39808099;0.0334647617
38606112;39851018;0.0418363041
38606112;39873363;0.1729846364
38606112;39976907;0.0428279596
38606112;39980703;0.0434361135
38606112;40143701;0.0238170698
38606112;40194103;0.0270195583
38606112;40235032;0.0671992463
38606112;40372119;0.0367914295
38606112;40372121;0.065400474
38606112;40631596;0.0552066519
38606112;40632297;0.0928167474
38606112;40716159;0.0275592155
38606112;40791329;0.0037975531
38606112;40947963;0.0468545743
38606112;40957688;0.0608705602
38606112;41010555;0.0255666303
38606112;41222585;0.0372309544
38606112;41379121;0.0093701333
38606112;41379237;0.0786647313
38606128;38656707;0.1306860738
38606128;40101711;0.3602478535
38606128;40669499;0.3920582213
38606128;40776409;0.1859268473
38607415;38630582;0.361744921
38607415;39502039;0.0556779748
38607415;40342982;0.1879131651
38607418;39733397;0.1693024239
38607418;40053585;0.133023333
38607421;39579667;0.1286760421
38607424;39052371;0.1681295034
38607424;39475706;0.0533641074
38607424;40380293;0.0857127215
38607424;41259043;0.0289878454
38607424;41322893;0.014632094
38607430;39052398;0.3509343609
38607430;40143702;0.2807474887
38607436;39233733;0.0701616311
38607436;39513479;0.2017146895
38607436;40075314;0.2994699274
38607549;39577311;0.1548582376
38607549;39835060;0.0774291188
38607549;39848631;0.0963364335
38607549;39883152;0.0313799407
38607549;40527011;0.2319000459
38607549;41135236;0.1193341022
38607549;41259035;0.0180067718
38607549;41259043;0.0266996961
38607549;41379253;0.0860323542
38607708;41259035;0.0625060581
38607708;41322893;0.0351589296
38607708;41457516;0.0405752265
38609019;40011526;0.4407923718
38609019;41322890;0.0257531935
38609028;38698201;0.2090997698
38609028;39958369;0.3883281439
38609028;40749392;0.1045498849
38609028;41460485;0.0776656288
38609028;41516860;0.1235589549
38609028;41519875;0.2471179097
38609044;38627849;0.038026113
38609044;39063778;0.0169004947
38609044;39213710;0.0585017124
38609044;39246866;0.0312124274
38609044;39500249;0.0422512367
38609044;39513475;0.0552830426
38609044;39579667;0.0345691937
38609044;39954992;0.1031742233
38609044;40028114;0.1114265379
38609044;40270129;0.0633768551
38609044;40303641;0.0431792907
38609044;40315909;0.1732695588
38609044;40755194;0.1901305652
38609044;40786735;0.0190762659
38609044;41363510;0.170414657
38609180;39873348;0.1668162812
38610088;39968551;0.0943323235
38610097;38610098;0.022697694
38610097;38610128;0.0268360089
38610097;38610155;0.0306181574
38610097;38610159;0.0178361475
38610097;38620333;0.0125989993
38610097;38620346;0.0679371425
38610097;38620361;0.0172351124
38610097;38620363;0.0616838072
38610097;38620453;0.0085857149
38610097;38620456;0.0235632088
38610097;38685033;0.0409379765
38610097;38685041;0.0432507998
38610097;38698206;0.0496994013
38610097;38702117;0.032838855
38610097;38704378;0.0169307637
38610097;38732679;0.0150209826
38610097;38760832;0.0303594816
38610097;38778762;0.02953366
38610097;38785591;0.010341108
38610097;38849727;0.0211454274
38610097;38962073;0.0507922912
38610097;38964824;0.020155058
38610097;39013706;0.0125608611
38610097;39023303;0.063683151
38610097;39045224;0.0169307637
38610097;39052363;0.0183708944
38610097;39105904;0.011721298
38610097;39131136;0.0175831467
38610097;39131155;0.0405607206
38610097;39131174;0.0198797605
38610097;39138083;0.0072560416
38610097;39203070;0.0597893183
38610097;39214283;0.0132531737
38610097;39218847;0.0190906359
38610097;39233733;0.0171744854
38610097;39246870;0.008860098
38610097;39300488;0.0189257792
38610097;39320388;0.0295988834
38610097;39341089;0.014467924
38610097;39379494;0.0430602219
38610097;39387684;0.0216799145
38610097;39429346;0.0329011323
38610097;39429348;0.0137576324
38610097;39430885;0.004915383
38610097;39433745;0.0211822487
38610097;39433812;0.0244765804
38610097;39449788;0.0304205405
38610097;39449789;0.0108031453
38610097;39449794;0.0099648864
38610097;39470251;0.0208261482
38610097;39485605;0.0183708944
38610097;39508501;0.0188699493
38610097;39511305;0.0145740448
38610097;39513479;0.0179306975
38610097;39514710;0.0417827744
38610097;39514711;0.040019633
38610097;39514720;0.0236104323
38610097;39514732;0.0468568288
38610097;39530996;0.0275766565
38610097;39566734;0.0324885728
38610097;39604429;0.019703313
38610097;39608232;0.0037693383
38610097;39652201;0.0597893183
38610097;39673959;0.0152376874
38610097;39675639;0.0187282215
38610097;39697338;0.0530651145
38610097;39705495;0.0244108135
38610097;39714650;0.0298429361
38610097;39726194;0.0158800595
38610097;39733397;0.0181401558
38610097;39804510;0.0152376874
38610097;39819417;0.0178599793
38610097;39833364;0.0171449446
38610097;39835050;0.0195561121
38610097;39838842;0.0043931711
38610097;39847902;0.0175216684
38610097;39850899;0.0171449446
38610097;39861454;0.0134563193
38610097;39883073;0.0146163221
38610097;39922086;0.0156068512
38610097;39950313;0.0198097378
38610097;39960458;0.0021170256
38610097;39965228;0.0095235546
38610097;39968548;0.0148374025
38610097;39968551;0.004915383
38610097;39976907;0.0140372799
38610097;40092690;0.0152376874
38610097;40101702;0.0218949733
38610097;40114752;0.0167376118
38610097;40116426;0.0277756435
38610097;40194104;0.0204121049
38610097;40198371;0.0233710393
38610097;40200053;0.0095249692
38610097;40209406;0.0423067743
38610097;40228012;0.0190471092
38610097;40302985;0.0320880825
38610097;40304875;0.0708621874
38610097;40308343;0.0961453106
38610097;40327111;0.0190471092
38610097;40377331;0.0131495265
38610097;40385142;0.0309085737
38610097;40388361;0.0360707066
38610097;40401081;0.0198407808
38610097;40437675;0.0129556166
38610097;40439861;0.0104149725
38610097;40450264;0.0380942184
38610097;40457177;0.0373427436
38610097;40466163;0.0993988026
38610097;40490405;0.0154155611
38610097;40490408;0.0196370188
38610097;40495402;0.017989756
38610097;40562620;0.0073047515
38610097;40580455;0.0112622748
38610097;40632595;0.016436871
38610097;40632831;0.0091956119
38610097;40642645;0.0085437847
38610097;40645036;0.0404250089
38610097;40660381;0.0085437847
38610097;40671224;0.0101584582
38610097;40694192;0.0105262463
38610097;40695946;0.0459272361
38610097;40718091;0.0080198355
38610097;40749392;0.005860649
38610097;40771199;0.012653911
38610097;40786735;0.0023087405
38610097;40786906;0.0175696265
38610097;40791329;0.0043121845
38610097;40800619;0.0195487431
38610097;40827037;0.0163953105
38610097;40948826;0.019703313
38610097;40976747;0.0199603823
38610097;40984612;0.0138524431
38610097;40988005;0.0317767716
38610097;41075299;0.008102359
38610097;41081016;0.0119320477
38610097;41094108;0.0094930941
38610097;41109140;0.018554308
38610097;41109141;0.0061311757
38610097;41132880;0.0240335721
38610097;41142677;0.0139480099
38610097;41157851;0.0492582824
38610097;41165317;0.0089182007
38610097;41201067;0.0283789372
38610097;41205013;0.032838855
38610097;41205771;0.0285749076
38610097;41216616;0.0169307637
38610097;41216771;0.0072560416
38610097;41216774;0.0322109819
38610097;41224187;0.0124248503
38610097;41259037;0.0040748066
38610097;41311960;0.0380066666
38610097;41315423;0.0234812443
38610097;41322890;0.0031727022
38610097;41343223;0.0101584582
38610097;41351575;0.0210524926
38610097;41352050;0.0171516111
38610097;41379119;0.0082953793
38610097;41379121;0.0091257216
38610097;41379123;0.0170256559
38610097;41379124;0.0186692484
38610097;41379175;0.0292351339
38610097;41379224;0.0165062696
38610097;41379225;0.0063233762
38610097;41379256;0.0141262631
38610097;41379258;0.0201236781
38610097;41384185;0.0303649498
38610097;41384724;0.0127670106
38610097;41414828;0.0140493517
38610097;41422152;0.0095235546
38610097;41435654;0.0230678086
38610097;41443431;0.016490502
38610097;41453851;0.0304753747
38610097;41457516;0.021527379
38610097;41458700;0.0127240357
38610097;41460485;0.004353625
38610097;41474753;0.0692628999
38610097;41474824;0.0088883413
38610097;41486967;0.0206363177
38610097;41495052;0.014404337
38610097;41507198;0.0299981519
38610097;41507204;0.0219020855
38610097;41535841;0.0138986579
38610097;41536445;0.0138524431
38610097;41547970;0.0056435879
38610097;41550217;0.02189257
38610098;39726194;0.0680146806
38610098;40791329;0.0046960746
38610098;40988005;0.1906606293
38610098;41384185;0.0433319612
38610098;41457516;0.0257649499
38610098;41507198;0.1191628933
38610108;39883152;0.0540935836
38610112;39510830;0.8879743131
38610112;40201612;1.4799571886
38610112;40791329;0.0218712885
38610116;38610159;0.0555854924
38610116;38685033;0.2127243136
38610116;39203066;0.1222880833
38610116;39203912;0.0933656472
38610116;39233733;0.0140307909
38610116;39300486;0.1227012398
38610116;39449788;0.0764300521
38610116;39507324;0.0603094705
38610116;39514711;0.0655996274
38610116;39691598;0.0381833644
38610116;39726194;0.0261494556
38610116;39950313;0.0261494556
38610116;40003760;0.037693419
38610116;40315318;0.1147762379
38610116;40377331;0.0390904788
38610116;40516518;0.0715938083
38610116;40516752;0.0586430137
38610116;40562620;0.0230027716
38610116;40791329;0.0028299514
38610116;41322890;0.0069511211
38610116;41384185;0.0296717192
38610116;41384724;0.024960844
38610116;41458700;0.0306358847
38610116;41474824;0.0212129802
38610118;38614195;0.0578889685
38610118;38620333;0.0280725884
38610118;38926703;0.0497213943
38610118;39044407;0.055266381
38610118;39059353;0.0358832256
38610118;39060573;0.1437147636
38610118;39162385;0.1397873367
38610118;39165658;0.0525905824
38610118;39236619;0.0638013373
38610118;39461450;0.0793052383
38610118;39564885;0.0637701933
38610118;39566715;0.0578889685
38610118;39850946;0.0588409391
38610118;39960458;0.0108978399
38610118;39968551;0.0230241014
38610118;40469849;0.064725033
38610118;40480998;0.085969926
38610118;40786735;0.0152276602
38610118;40804516;0.0662951924
38610118;41081016;0.0539857469
38610118;41188978;0.0831674686
38610118;41322890;0.0189495498
38610118;41379226;0.0359583517
38610118;41458700;0.0230443735
38610121;38785580;0.3068143066
38610124;38610163;0.3785970073
38610124;38630552;0.1087534425
38610124;38645517;0.1957561964
38610124;38685030;0.0798287309
38610124;38685039;0.2758267236
38610124;38841765;0.0652520655
38610124;38869775;0.1726547914
38610124;39062708;0.0676809139
38610124;39447204;0.1409348738
38610124;39502003;0.0541447311
38610124;39663059;0.8356990345
38610124;39850954;0.0541447311
38610124;40304872;0.1223476228
38610124;40342982;0.1409348738
38610124;40656852;0.0978780982
38610124;40764077;0.0362511475
38610124;41031771;0.1957561964
38610124;41545667;0.0611738114
38610128;38642594;0.2387363878
38610128;38656707;0.0746554462
38610128;38672099;0.0638516097
38610128;38785592;0.0418357718
38610128;38964832;0.0943935892
38610128;39013706;0.0557415326
38610128;39165823;0.0790231246
38610128;39233733;0.0155697644
38610128;39246869;0.0418357718
38610128;39413197;0.0565263833
38610128;39444038;0.0592673434
38610128;39485599;0.1790522909
38610128;39508506;0.0884276454
38610128;39511586;0.1023155948
38610128;39518202;0.1193681939
38610128;39604429;0.0716209163
38610128;39838842;0.0215122745
38610128;39850899;0.0711208121
38610128;39883073;0.0407872528
38610128;39896408;0.0795787959
38610128;40053586;0.1422416243
38610128;40060729;0.0323276419
38610128;40075314;0.059684097
38610128;40138132;0.0421299508
38610128;40401081;0.0434247307
38610128;40431006;0.0508005801
38610128;40480157;0.0311395288
38610128;40791329;0.0034156813
38610128;41081016;0.0550930126
38610128;41108492;0.1023155948
38610128;41384185;0.0509014406
38610128;41401658;0.1023155948
38610128;41414825;0.1692679717
38610128;41474753;0.1386766596
38610129;40053585;0.294275801
38610147;38630586;0.2656669933
38610147;39051232;0.4427783222
38610147;39502039;0.0983951827
38610147;39965231;0.2213891611
38610147;40490885;0.1106945806
38610147;40562613;0.3795242762
38610147;40715258;0.3795242762
38610155;39485605;0.128596261
38610155;40431010;0.123239284
38610155;40495402;0.1259282922
38610155;40645036;0.1169056918
38610155;40695946;0.3214906526
38610155;40791329;0.0072850808
38610155;41109141;0.0443570495
38610155;41379119;0.0155980833
38610155;41458700;0.0422534688
38610155;41474753;0.2571925221
38610155;41486967;0.0756448594
38610159;38620330;0.1191047734
38610159;38685033;0.2607962989
38610159;39045628;0.1360083923
38610159;39051252;0.0568027118
38610159;39203066;0.1778735758
38610159;39449788;0.1529840571
38610159;39697347;0.2533836663
38610159;39746370;0.0680041961
38610159;40003760;0.0475094374
38610159;40335013;0.0561977736
38610159;40377331;0.0345523181
38610159;40392635;0.0691046363
38610159;40645036;0.068101654
38610159;40791329;0.0042512598
38610159;40827037;0.049620594
38610159;41094108;0.0425734451
38610159;41094116;0.0755602179
38610159;41109140;0.0374559097
38610159;41109141;0.0234099436
38610159;41248332;0.2031665099
38610159;41252136;0.0325215976
38610159;41379119;0.0142082274
38610159;41379124;0.0499412129
38610159;41474824;0.0251867393
38610159;41486967;0.051666769
38610160;38620333;0.0367995869
38610160;38620453;0.0633520091
38610160;38813745;0.114998709
38610160;39013706;0.0459994836
38610160;39059353;0.0541170395
38610160;39233733;0.0199997755
38610160;39449789;0.0633520091
38610160;39449794;0.0626901328
38610160;39507757;0.0814525831
38610160;39513479;0.0574993545
38610160;39960458;0.0156210433
38610160;40075314;0.076665806
38610160;40101703;0.191645129
38610160;40141255;0.1488929551
38610160;40480157;0.039999551
38610160;40490408;0.06661288
38610160;40507855;0.1082114824
38610160;40660381;0.0564211196
38610160;41081016;0.0707684363
38610160;41103843;0.0363342982
38610163;38630552;0.1242896485
38610163;38645517;0.2237213674
38610163;38685030;0.0912328354
38610163;38841765;0.0745737891
38610163;38849735;0.2726263415
38610163;38869775;0.1118606837
38610163;39057663;0.0545252683
38610163;39062708;0.0681565854
38610163;39663059;0.9550846109
38610163;39847908;0.1557864809
38610163;39850954;0.0545252683
38610163;40304872;0.2402805065
38610163;40304873;0.2280820884
38610163;40457162;0.1557724044
38610163;40486829;0.0691882626
38610163;40656852;0.1922244052
38610163;40764077;0.0657465024
38610163;40830699;0.1825232428
38610163;41031771;0.2237213674
38610163;41282857;0.2181010732
38610163;41412576;0.3156904303
38610163;41507402;0.1117665771
38610163;41545667;0.0699129273
38610348;40490885;0.2140123936
38610367;39685855;0.548664464
38610367;39850937;0.098972357
38614111;38614127;0.267423691
38614111;38630552;0.2004407094
38614111;38685030;0.1202644257
38614111;39063763;0.2057105316
38614111;39063778;0.0563468328
38614111;39502002;0.6059210792
38614111;39619143;0.1528997101
38614111;39847908;0.2577094836
38614111;40764077;0.0679554267
38614111;41282857;0.3669593042
38614111;41507398;0.1803966385
38614127;39063763;0.5196082303
38614127;39095535;0.1951266661
38614195;39155527;0.1629041732
38614195;39387683;0.1382637699
38614195;39566715;0.073676869
38614195;39968551;0.0306817116
38614195;40155366;0.3990439999
38614195;40776408;0.0465781109
38614195;40786735;0.0122794782
38614196;41456623;0.1465034555
38614204;39016980;0.0415721978
38614204;39155522;0.2011664212
38614204;39430889;0.036571096
38614204;39508538;0.0741139447
38614204;39808099;0.1005832106
38614204;39916050;0.104300928
38614204;39952786;0.0761620573
38614204;40143701;0.0812982412
38614204;40278865;0.0834407424
38614204;40372119;0.0680272328
38614204;40791329;0.0118190018
38614204;41201038;0.1188205064
38614209;38796204;0.1491851481
38614209;38989976;0.267023796
38614209;40308338;0.545722439
38614209;40791329;0.0092077171
38614209;41468093;0.133511898
38617850;38964840;0.6139800458
38620330;38627990;0.0934558373
38620330;38957922;0.2631687519
38620330;39023310;0.1168197966
38620330;39433813;0.0642777769
38620330;39449786;0.0325215976
38620330;39980834;0.0359445528
38620330;40007150;0.1315843759
38620330;40800625;0.1168197966
38620330;41094108;0.0425734451
38620330;41248332;0.1254764391
38620330;41379119;0.0096520338
38620330;41536445;0.0849598521
38620332;38642554;0.1870748901
38620332;39045637;0.2009190248
38620332;39952776;0.1490812812
38620332;39952786;0.0615709586
38620332;40194118;0.1186974037
38620333;38732679;0.0106982234
38620333;38813745;0.0544062187
38620333;38813750;0.0513514723
38620333;38849727;0.0242026247
38620333;39013706;0.030883987
38620333;39046855;0.0413836248
38620333;39059353;0.0173174527
38620333;39162385;0.0697596898
38620333;39165823;0.052364579
38620333;39233733;0.0172056697
38620333;39236619;0.0946355261
38620333;39300488;0.0408569501
38620333;39341089;0.026161269
38620333;39374100;0.0171171574
38620333;39379494;0.0793907681
38620333;39433745;0.0876324082
38620333;39449790;0.0981982919
38620333;39485599;0.0724213434
38620333;39508501;0.0174796734
38620333;39513479;0.0183997934
38620333;39518202;0.049722383
38620333;39579661;0.0623954343
38620333;39675639;0.0314634121
38620333;39697338;0.0319345442
38620333;39724476;0.0551863571
38620333;39769941;0.0655995603
38620333;39833364;0.0562568463
38620333;39838842;0.0049099216
38620333;39850899;0.0256757361
38620333;39861454;0.0484080123
38620333;39882997;0.0183398115
38620333;39922086;0.0440964975
38620333;39945248;0.0149167149
38620333;39950307;0.0301129794
38620333;40053590;0.0578399326
38620333;40075314;0.0245330579
38620333;40157148;0.0354828269
38620333;40209406;0.1488917087
38620333;40270123;0.0183398115
38620333;40431006;0.0183398115
38620333;40437669;0.0343249415
38620333;40480157;0.0189239021
38620333;40490405;0.0302545088
38620333;40490408;0.0551882477
38620333;40507855;0.0196264463
38620333;40562620;0.0131930021
38620333;40791329;0.0030195489
38620333;40976747;0.0318906026
38620333;41010555;0.0142642979
38620333;41081016;0.0499825845
38620333;41103840;0.0374258387
38620333;41132880;0.0171171574
38620333;41165317;0.0205018299
38620333;41196641;0.0256757361
38620333;41205018;0.025468923
38620333;41342991;0.0343249415
38620333;41379119;0.0178283167
38620333;41379121;0.0062926824
38620333;41379123;0.0391398571
38620333;41379124;0.0330695186
38620333;41384185;0.0116707892
38620333;41384724;0.0116707892
38620333;41435654;0.0362106717
38620333;41506743;0.0264635894
38620340;38620421;0.1277095
38620340;38620453;0.0620858872
38620340;39023311;0.1384425788
38620340;39395071;0.1384425788
38620340;39429346;0.1384425788
38620340;39433838;0.0692212894
38620340;39449789;0.1597548575
38620340;39449794;0.0620858872
38620340;39507757;0.079110045
38620340;39530990;0.5537703153
38620340;39862778;0.1230600701
38620340;39960458;0.049898948
38620340;40490412;0.250974501
38620340;40660382;0.1809069568
38620340;40660384;0.0698466231
38620340;40771199;0.1310944657
38620340;40771200;0.1138391102
38620340;41075299;0.0461475263
38620340;41379225;0.0395550225
38620344;38620424;0.5061139957
38620344;41311604;0.2050123857
38620361;38620363;0.1029865702
38620361;38732680;0.1011387769
38620361;38788416;0.2261874354
38620361;39052327;0.062776233
38620361;39131174;0.0605378949
38620361;39214283;0.1177634743
38620361;39433746;0.1210757899
38620361;39453314;0.1809686804
38620361;39492150;0.035945511
38620361;39726194;0.0729646705
38620361;39950313;0.028827569
38620361;39952813;0.0756723687
38620361;40056324;0.0761278175
38620361;40200056;0.0806895321
38620361;40457177;0.1008964916
38620361;40478266;0.0798111714
38620361;40716223;0.1775169706
38620361;41205012;0.1513447373
38620361;41322890;0.0091001294
38620361;41384724;0.027517225
38620361;41458700;0.0172965414
38620361;41507198;0.0982817461
38620363;39022389;0.0455310544
38620363;39233733;0.0353025208
38620363;39341089;0.0455310544
38620363;39726194;0.0664563721
38620363;39950313;0.0421853008
38620363;40200053;0.0480605575
38620363;40480157;0.0376126102
38620363;40791329;0.00753783
38620363;40833501;0.0730289318
38620363;41081016;0.0665453873
38620363;41384185;0.0393222743
38620414;38620416;0.3802739933
38620414;39264317;0.0531182585
38620414;39619143;0.0451206093
38620414;39965225;0.0433681497
38620414;40060723;0.1184078813
38620414;40187233;0.0778430864
38620414;40484798;0.0433681497
38620414;40764077;0.0192747332
38620414;40771209;0.1398983271
38620414;41201524;0.0793421834
38620414;41205020;0.1251951223
38620414;41282859;0.0473082964
38620414;41282860;0.0371726997
38620414;41282861;0.0185048043
38620414;41379346;0.0520417796
38620414;41460485;0.015970265
38620416;40060723;0.3789052202
38620416;40771209;0.2138499389
38620416;41201524;0.2538949867
38620416;41205020;0.2138499389
38620416;41282859;0.0661481744
38620421;38620453;0.052717835
38620421;38626822;0.0724022961
38620421;38812038;0.0567349864
38620421;39023311;0.079110045
38620421;39155527;0.0885349995
38620421;39387683;0.0814525831
38620421;39395071;0.1179004617
38620421;39429346;0.079110045
38620421;39429348;0.0315152338
38620421;39433838;0.1023422178
38620421;39449789;0.0842330688
38620421;39449794;0.0697434677
38620421;39473321;0.0638268597
38620421;39507757;0.04520574
38620421;39530990;0.3164401802
38620421;39608232;0.0136615949
38620421;39862778;0.07032004
38620421;39873348;0.0294802837
38620421;39921233;0.0378182806
38620421;39942051;0.0630365124
38620421;39960458;0.0295886477
38620421;39980844;0.0405195863
38620421;40071181;0.0466771159
38620421;40116426;0.0350078369
38620421;40143702;0.0373416927
38620421;40304871;0.0266726376
38620421;40385142;0.1434140006
38620421;40439861;0.0329485524
38620421;40481844;0.1026172763
38620421;40490408;0.0466771159
38620421;40490412;0.1120250781
38620421;40495396;0.0604349021
38620421;40632595;0.056012539
38620421;40660381;0.0255307439
38620421;40660384;0.0756083656
38620421;40715260;0.1747797431
38620421;40771199;0.0944037118
38620421;40771200;0.0738460246
38620421;40964681;0.0933542317
38620421;41075299;0.0587696516
38620421;41103843;0.0252847021
38620421;41205018;0.0332913796
38620421;41205019;0.0700156738
38620421;41322890;0.0070901948
38620421;41379225;0.0336858462
38620424;38620457;0.2921786889
38620424;39131157;0.4952290575
38620453;38785593;0.1337144775
38620453;38812044;0.0196401306
38620453;39021346;0.0627477135
38620453;39395071;0.1018832554
38620453;39449789;0.0921870566
38620453;39449794;0.0410027605
38620453;39507757;0.0362011481
38620453;39608232;0.0239359898
38620453;39873348;0.0229291095
38620453;39960458;0.0185607559
38620453;40071181;0.0363044234
38620453;40116426;0.0272283176
38620453;40143702;0.0290435388
38620453;40304871;0.0207453848
38620453;40385142;0.0721200052
38620453;40439861;0.0256266518
38620453;40481844;0.0544566352
38620453;40490408;0.0501635515
38620453;40490410;0.0717129313
38620453;40490412;0.0871306163
38620453;40495396;0.0256266518
38620453;40551828;0.0740495441
38620453;40551834;0.0932906201
38620453;40632595;0.0435653081
38620453;40642645;0.0200571716
38620453;40660384;0.0461281056
38620453;40715260;0.1359398002
38620453;40749392;0.0143524031
38620453;40771199;0.0430647251
38620453;40771200;0.0880515067
38620453;40827037;0.0225375016
38620453;40964681;0.0726088469
38620453;41075292;0.0414764463
38620453;41075299;0.0181522117
38620453;41094109;0.0245088092
38620453;41205018;0.0258932953
38620453;41205019;0.0544566352
38620453;41322890;0.00761978
38620453;41379225;0.0155590386
38620453;41414828;0.0327818206
38620453;41460485;0.0106617852
38620453;41486967;0.0235966725
38620453;41495052;0.0196401306
38620456;38732679;0.0643605816
38620456;38785591;0.0705363875
38620456;38849727;0.0813881394
38620456;38964824;0.2041326814
38620456;39165823;0.1597313904
38620456;39246870;0.0520803668
38620456;39492131;0.0529022906
38620456;39508501;0.0549808205
38620456;39850937;0.0341305101
38620456;40490405;0.0274904102
38620456;41132880;0.0659769845
38620456;41379119;0.0268935407
38620456;41435654;0.1302009171
38620456;41506743;0.0971771621
38620457;40525845;0.2264526149
38620464;38785580;0.2721569476
38620464;39950311;0.0273859711
38620464;41259035;0.0980721707
38620469;38620503;0.2492792753
38620469;39022388;0.0520064353
38620469;39433813;0.1585453744
38620469;39449786;0.0833015112
38620469;40157145;0.1158270919
38620475;38698201;0.1216329611
38620475;39444043;0.1210134474
38620475;39958369;0.2697353851
38620476;38630551;0.7140796502
38620483;38627849;0.0382684713
38620483;38920153;0.0653430369
38620483;39063778;0.0138416053
38620483;39246866;0.031164442
38620483;39513475;0.0354170118
38620483;39673959;0.0653430369
38620483;39954992;0.075228584
38620483;40194100;0.0583240494
38620483;40303641;0.1411087802
38620483;40425561;0.1081639253
38620483;40786735;0.0148235275
38620484;38620846;0.3547993331
38620484;39921033;0.273994015
38620484;41507215;0.3039843421
38620503;39022388;0.048576644
38620503;39051252;0.0419760974
38620503;39433813;0.22140602
38620503;39449786;0.1405242051
38620503;39579673;0.1573820985
38620503;39980834;0.0611955623
38620503;40157145;0.092245035
38620503;40263369;0.1679043896
38620503;41252136;0.0503713169
38620704;40695944;0.4679696826
38620838;39043477;0.1283152615
38620838;39619139;0.3097588825
38620838;39976334;0.1817153122
38620838;40631599;0.1913423564
38620838;41247856;0.117622323
38620844;39062690;0.4223109534
38620844;40948830;0.3113723455
38620844;40983357;0.2639443459
38620845;41031771;0.5787918736
38620855;39968551;0.0817937895
38620860;39216041;0.3726143352
38620860;39341091;0.0705359101
38620860;41103355;0.1521163179
38620860;41311604;0.1622325933
38620860;41414807;0.2703876555
38620866;38847072;0.1027826019
38626301;39470241;0.0869673693
38626301;39832213;0.2757712104
38626301;39950307;0.0630409751
38626301;40143711;0.2191926331
38626301;40270123;0.0540351215
38626301;41135236;0.0641348161
38626301;41259035;0.0167887445
38626301;41392266;0.1181876616
38626687;39016980;0.0402063371
38626687;39430889;0.0209772194
38626687;40194118;0.0958794708
38626687;40372121;0.0851428315
38626707;38962072;0.1223799433
38626707;39052327;0.0994896588
38626707;39246870;0.0818375087
38626707;39726194;0.043729402
38626707;40833492;0.1779384551
38626822;39387683;0.1267040182
38626822;39608232;0.0232847183
38626822;39960458;0.0320349389
38626822;40385142;0.1909346902
38626822;40481843;0.2386683627
38626822;40490410;0.1193341814
38626822;40495396;0.0561572618
38626822;40642647;0.2386683627
38626822;40771199;0.0454606405
38626822;40964681;0.1591122418
38626822;41075299;0.0397780605
38626837;39511573;0.803772433
38626837;39765297;0.640643071
38626837;40947442;0.1671190931
38626837;41550220;0.8541907613
38627842;39022388;0.0519484582
38627842;39051252;0.0639137829
38627842;39611650;0.2316038214
38627842;40157145;0.0336865334
38627842;40507849;0.1351938278
38627842;41094108;0.1797462265
38627842;41454931;0.1281658606
38627849;38812044;0.0241027815
38627849;39050007;0.0897374572
38627849;39063778;0.0293535157
38627849;39065153;0.0709169375
38627849;39213710;0.0351010274
38627849;39246871;0.1076849487
38627849;39387684;0.0381627373
38627849;39449787;0.1676144724
38627849;39500249;0.0443213901
38627849;39513475;0.0459037728
38627849;39579667;0.1811602964
38627849;39954992;0.0568879806
38627849;40194100;0.2121925823
38627849;40215542;0.0228568149
38627849;40270129;0.038026113
38627849;40710192;0.1974451787
38627849;40755194;0.1140783391
38627849;40786735;0.0069138387
38627849;40976744;0.0563806663
38627849;41346110;0.0501210436
38627849;41516905;0.0250580739
38627861;38630586;0.1223978114
38627861;38785592;0.1157701652
38627861;39444043;0.0764986321
38627861;40457162;0.1128856582
38627861;40656852;0.1223978114
38627861;40771210;0.1710615663
